Dataset,Group,Model,Category,TNNT-Category,Entity,COR,INC,PAR,SPU,MIS,IGN
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Belgium",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","nine members",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the heroes",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","The Iraqi military",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","young poets",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","The Israeli government",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","NAVCENT Task Force CTF 50",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Syrian state media",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","camp residents",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Iraqi people",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Witnesses",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the family ' s clothing business",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","CJTF - OIR",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","service members",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the New Iraqi Army",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","IS fighters",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the others",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","militias like Hezbollah",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","The two men",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Coalition",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","mortar team",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Al Hejab Elfulathi",0,0,0,1,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Iraqi security forces",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Assad ’ s brutal regime",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","these terrorists",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","The army",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","world leaders",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the command",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","former Iraqi police officers",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Iraqi television",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","people of Iraq",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Our two countries",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Jordan Armed Forces Arab Army",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Syria Recovery Trust Fund SRTF",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the army",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Noncommissioned officers",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Amnesty International",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","those who have been killed and injured",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","media",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","YPG",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","The command",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","untrained teachers",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Jaish al - Ta ' ifa al - Mansurah",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","407th AEG",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","other residents",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","CTF",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","these people",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Pentagon Press",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Syrian Computer Society",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Some Iraqis",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","their allies",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","al Rahman Farms",0,0,0,1,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","USCENTCOM",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Central Command",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Iraqi insurgency",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Office of Foreign Assets Control",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Syrian Democratic Forces SDF",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","S. Department of State",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Pentagon",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the founders",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Syrian people",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","S. Air Force",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","ISIL forces",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","myTV",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","FCO",0,0,0,1,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Noorsat / Eurobird",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","FS Charles de Gaulle",0,1,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","ISIL fighters",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Department of the Treasury",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the CJTF",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Syrian Democratic Forces",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Coalition",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","patients",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","all parties",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Coalition military",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Coalition Commanders",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the civilians who escape",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","crowds",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Volunteers",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","HRW",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Syrian state",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","its network",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Alsumaria",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Future of Babylon",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","partner nation",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Military forces",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","OIR",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","The Defense Department",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","his fellow fighters",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the victims ’ families and friends",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Iraqi government",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","musicians and other artists",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Iraqis",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","ground forces",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the moderate opposition",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the families",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","graduate doctors",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the two nations",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the teams",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","President Bashar al - Assad ' s forces",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","people",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","member states",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","our men and women in uniform",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","international forces",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","new commands",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Iraqis",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Department of Defense",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Syrian opposition",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","3rd Battalion",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","other international players",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Egypt",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","The Coalition s Small Group",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","SBAH",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","The squadron",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","The UN Security Council",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Mujahideen Shura Council",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the UN Board of Inquiry",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","The Coalition ’ s Small Group",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Jordanian factories",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","507th Maintenance Group",0,0,0,1,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the State Department '",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Our",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","a news conference",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","local , legitimate ground forces",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Philip Hammond",0,1,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Human Rights Watch",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","members",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Australian Government",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Hibhib Arabic",0,0,0,1,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","coalition counterparts",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","ISIL tactical units",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the people of Turkey",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Young men",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Al Karabla",0,0,0,1,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","users",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","The ministers",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","CTF 50",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","our coalition partners",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the government of Iraq",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","EU",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Reserve Airmen",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the campaign group",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","armed forces",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Al Salem",0,0,0,1,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Men and Women",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the hospital lab",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","our Syrian partners",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Manama Dialogue",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the two leaders",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Security Forces",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","religious and civic leaders",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","a terrorist organization",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","children",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","foreign terrorist fighters",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","ISIL Terrorists",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","group of Syrians",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Joint and Coalition",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","The Combined Joint Task Force",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Turkey ’ s democratically elected government",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the authorities",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","male civilians",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","mortar teams",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","civil society activists",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the smuggling networks",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the wider Global Coalition",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","other terrorists",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","mourners",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","other users",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","aspiring dentists",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Jordanian 71st Counter Terrorism Battalion",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","civilians",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Royal Jordanian",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Department of State",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","local and provincial councils",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","opposition forces",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Operation Steel Curtain",0,0,0,1,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","al - Qaeda in Iraq",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","our partners",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Jordanians",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Explosive Ordnance Disposal Mobile Unit Two",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Air Force",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Davis",0,1,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","U",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","businesses",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Global Coalition",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","a large contingent of the wing",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Heritage SBAH",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Nilesat",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","a team of Iraqi preservationists",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Saray al - Jihad Group",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","its partners in the international community",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the country",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","CoI",0,0,0,1,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","S. 5th Fleet",0,0,0,1,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","pro - Assad forces",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Kurdistan Regional Government",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Army of the Victorious Sect """,0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","NATO",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Defense",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","our allies",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","people from all communities in both Iraq and Syria",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","national and provincial Iraqi officials",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Iraqi officials",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","The nation",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Flickr",0,0,0,1,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Interior Ministry",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the UNESCO World Heritage Site",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","operations teams",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","al Ahwal Brigades",0,0,0,1,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","a number of Ministers and senior officials",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","The Yazidi community",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","its",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the fund",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","a group",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","suspected IS fighters",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Combined Joint Task Force Operation Inherent Resolve",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","enthusiasts",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Victorious Sect",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Coalition foreign ministers",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the tribunal",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","family and friends of the victims",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","religious minorities",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Syrian civilians",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Al Assad University Hospital",0,1,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Joint Task Force Operation Inherent Resolve",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Royal Navy",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","vulnerable people",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","a Muslim Cultural Center",0,1,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Coode",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","musicians",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","State",0,0,1,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","these total force Airmen",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","2nd Battalion",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Asad regime",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","citizens from Jordan and Iraq",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","foreign terrorist fighter network",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Hezbollah",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the International Monetary Fund",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","aspiring teachers , doctors and dentists",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","the Ministry of Higher Education",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","its backers",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","their supporters",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","U. S. Marines",0,0,0,1,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","insurgents",0,0,0,0,1,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","Reuters",1,0,0,0,0,0
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation","coalition",0,0,0,0,1,0
